variable,years,short_desc,long_desc,sources,category,plaintext_cite,bibtex_cite,plaintext_cite2,bibtex_cite2,plaintext_cite3,bibtex_cite3,plaintext_cite4,bibtex_cite4,plaintext_cite5,bibtex_cite5
totalHouseholds_foster,1973-2014,Total number of households in the district.,The total number of households in the congressional district at the time of the most recent census.,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
under10k_foster,1973-2014,"Percent of district’s households that made less than $10,000/year","The percent of the congressional district’s households that made less than $10,000/year in 2009 dollars. The exact income changes before and after 2009 due to inflation and the census using different income buckets for reporting income prior to 1990. It is always as close as possible to the 2009 value listed.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
over10k_foster,1973-2014,"Percent of district’s households that made over $10,000/year","The percent of the congressional district’s households that made over $10,000/year. The exact income changes before and after 2009 due to inflation and the census using different income buckets for reporting income prior to 1990. It is always as close as possible to the 2009 value listed.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
over15k_foster,1973-2014,"Percent of district’s households that made over $15,000/year","The percent of the congressional district’s households that made over $15,000/year. The exact income changes before and after 2009 due to inflation and the census using different income buckets for reporting income prior to 1990. It is always as close as possible to the 2009 value listed.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
over25k_foster,1973-2014,"Percent of district’s households that made over $25,000/year","The percent of the congressional district’s households that made over $25,000/year. The exact income changes before and after 2009 due to inflation and the census using different income buckets for reporting income prior to 1990. It is always as close as possible to the 2009 value listed.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
over35k_foster,1973-2014,"Percent of district’s households that made over $35,000/year","The percent of the congressional district’s households that made over $35,000/year. The exact income changes before and after 2009 due to inflation and the census using different income buckets for reporting income prior to 1990. It is always as close as possible to the 2009 value listed.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
over50k_foster,1973-2014,"Percent of district’s households that made over $50,000/year","The percent of the congressional district’s households that made over $50,000/year. The exact income changes before and after 2009 due to inflation and the census using different income buckets for reporting income prior to 1990. It is always as close as possible to the 2009 value listed.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
over75k_foster,1973-2014,"Percent of district’s households that made over $75,000/year","The percent of the congressional district’s households that made over $75,000/year. The exact income changes before and after 2009 due to inflation and the census using different income buckets for reporting income prior to 1990. It is always as close as possible to the 2009 value listed.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
over100k_foster,1973-2014,"Percent of district’s households that made over $100,000/year","The percent of the congressional district’s households that made over $100,000/year. The exact income changes before and after 2009 due to inflation and the census using different income buckets for reporting income prior to 1990. It is always as close as possible to the 2009 value listed.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
over150k_foster,1973-2014,"Percent of district’s households that made over $150,000/year","The percent of the congressional district’s households that made over $150,000/year. The exact income changes before and after 2009 due to inflation and the census using different income buckets for reporting income prior to 1990. It is always as close as possible to the 2009 value listed.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
over200k_foster,1973-2014,"Percent of district’s households that made over $200,000/year","The percent of the congressional district’s households that made over $200,000/year. The exact income changes before and after 2009 due to inflation and the census using different income buckets for reporting income prior to 1990. It is always as close as possible to the 2009 value listed.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
meanIncome_foster,1983-2014,Mean income of district’s households,The mean income of a congressional district’s households. No inflation adjustments used.,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
medianIncome_foster,1983-2014,Median income of district’s households,"median income of a district’s households. No inflation adjustments used. This value was estimated for the 1980 census using the percent of the population in each income bracket. Thus, for the 1980s there is a heavy rounding error involved in the estimation.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
totalEmploymentPop_foster,1973-2014,Total population for employment variables,"The total population used for the employment variables. Only includes those over the age of around 16, depending on the cutoff for that census.","Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017).",government,"Foster-Molina, Ella. ""Historical Congressional Legislation and District Demographics 1972-2014."" Harvard Dataverse 2 (2017). ; U.S. Census Bureau (n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html ; National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main ; United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1 ; United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

","@article{foster2017historical,
  title={Historical Congressional Legislation and District Demographics 1972-2014},
  author={Foster-Molina, Ella},
  journal={Harvard Dataverse},
  volume={2},
  year={2017}
}","U.S. Census Bureau(n.d.). US Census Data (1992-2013). Retrieved from https://www.census.gov/data.html 


","@misc{USCensusBureau, title={US Census Data (1992-2013)}, url={https://www.census.gov/data.html}, author={Bureau, US Census}} 


","National Historical Geographic Information System (.n.d.). Census Data (1982-1992). Retrieved from https://data2.nhgis.org/main

","@misc{National Historical Geographic Information System, title={US Census Data (1982-1992)}, url={https://data2.nhgis.org/main}, author={National Historical Geographic Information System}} 


","United States. Bureau of the Census. United States Congressional District Data Book for the Ninety-Third Congress, 1973. [distributor], 2005-12-22. https://doi.org/10.3886/ICPSR00011.v1

",NA,"United States. Bureau of the Census. Census of Population and Housing, 1980 [United States]: Summary Tape File 3H. Inter-university Consortium for Political and Social Research [distributor], 2008-01-22. https://doi.org/10.3886/ICPSR08402.v1

",NA
