rowid,id,age,occup,gender,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
18330,137988599,26_35,fdi,male,work,car,4_7,14.62672582,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18331,137988631,36_55,state,male,work,car,4_7,14.31133622,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18332,137988666,36_55,state,male,work,car,4_7,14.31069961,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18333,137988682,26_35,fdi,male,work,car,4_7,14.29088051,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18334,137988704,36_55,fdi,male,work,car,4_7,14.29508905,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18335,137988718,26_35,fdi,male,work,car,4_7,14.29334646,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18336,137988737,36_55,fdi,male,work,car,4_7,14.27802698,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18337,137988775,26_35,student,male,work,car,4_7,14.27859749,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18338,137988822,18_25,fdi,male,work,car,4_7,14.28121891,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,neutral
18339,137988892,26_35,fdi,male,work,car,4_7,14.27999487,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18340,137988908,36_55,student,male,work,car,4_7,14.27644152,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18341,137988927,36_55,fdi,male,work,car,4_7,14.27505019,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18342,137988976,36_55,state,male,work,car,4_7,14.26004841,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18343,137989012,36_55,state,male,work,car,4_7,14.1949461,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18344,137989037,26_35,state,male,work,car,4_7,13.02880672,30,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18345,137989041,less_18,student,female,education,ebike,8_10,0.957683774,8,convinient timesaving,1,3,1,2,verygood,verygood,good,good,good,neutral,disagree
18346,137989076,36_55,state,male,work,car,4_7,14.40410843,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18347,137989123,18_25,state,male,work,car,4_7,14.40563126,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18348,137989168,26_35,fdi,male,work,car,4_7,14.24157834,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18349,137989223,36_55,student,male,work,car,4_7,14.30953458,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18350,137989255,36_55,fdi,male,work,car,4_7,14.46539607,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18351,137990346,less_18,student,female,education,ebike,11_13,2.220350554,10,convinient timesaving other,1,3,1,2,verygood,verygood,good,good,good,neutral,disagree
18352,137991286,36_55,fdi,male,work,car,4_7,13.11718391,30,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18353,137991367,36_55,state,male,work,car,4_7,14.4376429,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18354,137991483,26_35,state,male,work,car,4_7,13.16844445,30,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18355,137991591,36_55,fdi,male,work,car,4_7,14.43571989,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18356,137991604,36_55,state,male,work,car,4_7,14.30402121,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18357,137991700,less_18,student,female,education,ebike,11_13,2.521818617,13,convinient timesaving,1,3,1,2,verygood,verygood,good,good,good,neutral,disagree
18358,137991704,18_25,student,male,work,car,4_7,13.13167438,30,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18359,137991793,26_35,fdi,male,work,car,4_7,14.23856342,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18360,137991938,less_18,state,male,work,car,4_7,14.31602518,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18361,137992060,26_35,state,male,work,car,4_7,14.24440129,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18362,137992115,less_18,student,female,education,ebike,8_10,2.1930576,15,cost convinient,1,3,1,2,verygood,verygood,good,good,good,neutral,disagree
18363,137992138,36_55,state,male,work,car,4_7,14.25008535,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18364,137992212,18_25,student,male,work,car,4_7,14.24257803,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18365,137992248,26_35,student,male,work,car,4_7,14.23777205,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18366,137992290,56_75,retired,male,work,car,4_7,14.23909256,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18367,137992335,26_35,state,male,work,car,4_7,14.22931431,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18368,137992373,36_55,student,male,work,car,4_7,14.22591841,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18369,137992403,26_35,fdi,male,work,car,4_7,14.24858667,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18370,137992427,36_55,state,male,work,car,4_7,14.24759586,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18371,137992462,18_25,state,male,work,car,4_7,14.24884643,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18372,137992489,26_35,fdi,male,work,car,4_7,14.22535227,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18373,137992531,18_25,state,male,work,car,4_7,14.20068616,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18374,137992560,26_35,state,male,work,car,4_7,14.18522905,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,neutral
18375,137992594,26_35,fdi,male,work,car,4_7,14.13340521,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18376,137992626,26_35,fdi,male,work,car,4_7,14.21547173,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18377,137992680,26_35,state,male,work,car,4_7,14.1798036,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18378,137992735,less_18,student,female,education,ebike,8_10,1.209963217,5,timesaving,1,3,1,2,verygood,verygood,good,good,good,neutral,disagree
18379,137992809,18_25,fdi,male,work,car,4_7,14.14827934,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18380,137992865,26_35,fdi,male,work,car,4_7,14.27106669,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18381,137992898,26_35,fdi,male,work,car,4_7,14.21819765,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18382,137992927,36_55,fdi,male,work,car,4_7,14.22878383,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18383,137992957,26_35,fdi,male,work,car,4_7,14.26389643,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18384,137993002,18_25,fdi,male,work,car,4_7,14.22542622,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,neutral
18385,137993604,less_18,student,female,education,ebike,8_10,1.591556407,5,cost timesaving,1,3,1,2,verygood,verygood,good,good,good,neutral,disagree
18386,137994589,less_18,student,female,education,ebike,8_10,1.777983988,10,cost convinient,1,3,1,2,verygood,verygood,good,good,good,neutral,disagree
18387,137995573,less_18,student,female,shopping,bike,4_7,2.815328693,10,convinient timesaving,1,3,1,2,verygood,verygood,good,good,good,neutral,disagree
18388,137996140,less_18,student,female,education,ebike,11_13,0.416676614,5,convinient timesaving,1,3,1,2,verygood,verygood,good,good,good,neutral,disagree
18389,137996723,36_55,state,male,work,car,4_7,14.19509047,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18390,137996916,26_35,fdi,male,work,car,4_7,14.22667952,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18391,137996973,26_35,state,male,work,car,4_7,14.15655346,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18392,137997001,26_35,fdi,male,work,car,4_7,14.25701919,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18393,137997021,36_55,student,male,work,car,4_7,14.14770918,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,neutral
18394,137997085,26_35,state,male,work,car,4_7,14.20653267,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18395,137997110,18_25,state,male,work,car,4_7,14.25071638,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18396,137997150,36_55,state,male,work,car,4_7,14.20999636,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18397,137997710,26_35,state,male,work,car,4_7,14.19893892,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18398,137997736,26_35,state,male,work,car,4_7,14.17532112,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18399,137997786,36_55,state,male,work,car,4_7,14.59181655,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18400,137997834,26_35,fdi,male,work,car,4_7,14.23451191,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18401,137997863,26_35,student,male,work,car,4_7,14.15720496,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18402,137997889,36_55,fdi,male,work,car,4_7,14.37356234,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18403,137997902,18_25,state,male,work,car,4_7,14.17249358,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18404,137997943,36_55,private,male,work,car,4_7,14.07677118,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18405,137997983,26_35,state,male,work,car,4_7,14.31514984,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18406,137998014,18_25,state,male,work,car,4_7,14.26345359,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18407,137998066,26_35,fdi,male,work,car,4_7,14.27577531,45,convinient other,1,2,0,1,verygood,good,neutral,good,verygood,good,agree
18408,138097720,18_25,state,female,work,bike,4_7,8.343651531,40,convinient,1,2,0,1,verygood,good,neutral,neutral,verygood,good,agree
18409,138097797,18_25,state,female,work,bike,4_7,8.323456696,40,convinient,1,2,0,1,verygood,good,neutral,neutral,verygood,good,agree
18410,138097865,18_25,state,female,work,bike,4_7,8.348980268,40,convinient,1,2,0,1,verygood,good,neutral,neutral,verygood,good,agree
18411,138097962,18_25,student,female,work,bike,4_7,8.345308934,40,convinient,1,2,0,1,verygood,good,neutral,neutral,verygood,good,agree
18412,138098154,18_25,state,female,work,bike,4_7,8.323527467,40,convinient,1,2,0,1,verygood,good,neutral,neutral,verygood,good,agree
18413,138098477,36_55,fdi,female,work,bike,4_7,8.351252922,40,convinient,1,2,0,1,verygood,good,neutral,neutral,verygood,good,agree
18414,128440270,26_35,private,male,leisure,moto,1_3,1.876578833,15,convinient timesaving,1,3,0,0,bad,bad,neutral,neutral,neutral,verybad,disagree
18415,128440694,26_35,private,male,shopping,moto,1_3,1.503848394,20,convinient,0,2,0,0,verygood,verygood,neutral,neutral,neutral,neutral,neutral
18416,128443233,18_25,state,female,work,moto,11_13,1141.11106,20,timesaving,0,1,1,0,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18417,128444644,56_75,retired,female,shopping,car,1_3,5.507266131,20,other,1,2,0,0,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18418,128538077,18_25,fdi,female,education,ebike,8_10,0.942912436,15,cost convinient,0,2,1,0,neutral,neutral,neutral,neutral,neutral,verybad,neutral
18419,128539121,26_35,private,male,work,moto,4_7,1.674987163,20,cost convinient timesaving,0,3,0,0,neutral,neutral,neutral,neutral,neutral,verybad,disagree
18420,128587346,56_75,retired,male,shopping,car,1_3,5.411800738,30,convinient,1,3,0,0,bad,neutral,neutral,neutral,neutral,verybad,neutral
18421,128588948,36_55,private,male,work,moto,4_7,2.906521238,30,cost,0,2,1,0,neutral,neutral,neutral,neutral,neutral,verybad,disagree
18422,128599598,less_18,student,male,education,bike,8_10,0.842772456,10,cost,0,2,0,1,good,good,good,good,good,verybad,neutral
18423,128619342,18_25,student,male,education,moto,4_7,0.848870474,8,convinient timesaving,0,1,0,0,good,good,good,good,good,verybad,strongdisagree
18424,128620290,56_75,retired,male,visit,walk,1_3,0.709976361,15,other,0,1,0,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral
18425,128742415,36_55,private,female,work,car,8_10,0.778119473,30,convinient,1,0,0,0,good,neutral,neutral,neutral,neutral,verybad,neutral
18426,128831145,18_25,student,female,education,moto,8_10,0.910728749,15,cost convinient timesaving,0,1,0,0,verygood,good,good,good,neutral,verybad,strongdisagree
18427,128833281,26_35,private,male,work,moto,8_10,1.149483498,10,convinient,1,1,0,0,good,good,good,good,good,verybad,neutral
18428,128836890,36_55,private,male,work,moto,4_7,2.660525125,15,convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
18429,128838193,26_35,private,female,work,moto,4_7,1.808862445,10,timesaving,0,2,0,0,good,good,good,good,good,verybad,disagree
18430,128842665,26_35,private,male,work,moto,4_7,1.426101025,10,convinient,0,1,0,1,good,good,good,good,neutral,verybad,strongdisagree
18431,128844831,18_25,fdi,female,work,moto,4_7,5.817616473,30,cost convinient timesaving,0,3,0,1,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18432,128845910,26_35,private,male,education,moto,8_10,0.365680677,8,convinient timesaving,1,2,0,0,good,good,good,good,good,verybad,disagree
18433,128892677,36_55,private,female,work,car,8_10,1.931379781,35,convinient,1,2,0,0,verygood,verygood,verygood,verygood,verygood,verybad,neutral
18434,128945137,36_55,private,male,work,moto,4_7,1.837661381,25,convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
18435,128946741,less_18,student,female,education,bike,4_7,2.932602941,20,other,0,2,0,1,verygood,verygood,verygood,verygood,verygood,verybad,strongdisagree
18436,128947796,26_35,private,male,work,moto,4_7,2.524070026,15,cost convinient timesaving,0,2,0,0,good,good,good,good,good,verybad,disagree
18437,129037368,18_25,student,male,education,moto,4_7,0.613311165,10,cost convinient timesaving,0,1,0,0,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18438,129075430,56_75,retired,female,education,walk,1_3,0.270176381,15,cost convinient,0,1,0,1,good,good,good,good,good,good,neutral
18439,129078438,26_35,fdi,female,work,moto,4_7,0.406439079,10,cost convinient timesaving,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
18440,129100927,26_35,state,female,work,moto,4_7,2.171502064,25,cost convinient timesaving,0,2,0,0,good,good,good,good,good,verybad,strongdisagree
18441,129106142,36_55,private,female,work,car,8_10,1.71877321,10,other,1,1,0,0,verygood,verygood,neutral,neutral,neutral,verybad,neutral
18442,129293837,36_55,private,female,work,car,4_7,3.332392306,30,other,0,4,0,2,verygood,verygood,verygood,verygood,verygood,verybad,neutral
18443,129303584,18_25,fdi,male,work,moto,4_7,1.256039888,15,cost convinient timesaving,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
18444,129303867,26_35,state,male,work,car,4_7,4.247479271,30,other,1,2,1,1,good,good,good,good,good,good,disagree
18445,129322799,36_55,private,female,work,moto,4_7,4.089856794,20,cost convinient timesaving,0,2,0,0,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18446,129324669,26_35,private,male,work,moto,4_7,2.076394938,15,cost convinient timesaving,0,2,0,0,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18447,129325353,56_75,retired,female,education,moto,4_7,0.427670219,20,cost timesaving,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
18448,129326067,less_18,student,female,education,bike,4_7,0.777249092,15,other,0,2,0,1,good,good,good,good,good,good,strongdisagree
18449,129375641,26_35,private,male,work,moto,4_7,2.339440709,20,cost convinient timesaving,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
18450,129705789,18_25,private,female,education,bus,8_10,2.151821608,40,other,0,0,0,1,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18451,129705896,26_35,private,female,work,moto,4_7,1.313379226,25,cost convinient timesaving,1,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
18452,129706237,26_35,private,male,work,moto,4_7,2.563007687,25,cost convinient timesaving,0,2,0,0,good,good,good,good,good,verybad,strongdisagree
18453,129706336,36_55,private,male,work,moto,4_7,1.987914121,15,cost convinient timesaving,0,2,0,0,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18454,129836173,26_35,private,male,work,moto,4_7,0.350292236,10,cost convinient timesaving,1,2,0,0,good,good,good,good,neutral,verybad,disagree
18455,129836980,18_25,student,female,education,moto,4_7,1.758350431,15,cost convinient timesaving,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
18456,129837637,56_75,retired,male,education,moto,4_7,0.547094531,5,convinient,1,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
18457,129961205,36_55,state,male,work,moto,4_7,2.297538677,20,cost convinient timesaving,0,2,0,0,good,good,good,good,good,verybad,disagree
18458,130189650,36_55,private,female,work,moto,4_7,2.908042279,30,cost convinient timesaving,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
18459,130327303,26_35,fdi,male,work,car,4_7,4.155310363,25,cost convinient timesaving,1,2,0,0,good,good,good,good,neutral,verybad,disagree
18460,130521758,18_25,student,female,education,moto,4_7,0.406424806,10,cost timesaving,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
18461,130581587,18_25,student,female,work,moto,4_7,1.174358798,15,cost,0,1,0,0,good,good,good,good,good,verybad,strongdisagree
18462,130582302,36_55,private,male,work,car,4_7,8.229806403,30,other,1,0,0,0,good,good,good,good,good,good,neutral
18463,130583007,56_75,retired,female,visit,moto,4_7,4.005419134,35,cost,0,1,0,0,neutral,neutral,neutral,neutral,neutral,verybad,disagree
18464,130583556,26_35,state,male,work,car,4_7,1.650389279,20,other,1,2,0,0,good,good,good,good,good,verybad,neutral
18465,130583936,26_35,private,female,work,moto,14_16,2.553834754,20,convinient timesaving,1,3,0,0,good,good,good,good,good,verybad,neutral
18466,130584451,36_55,private,female,work,moto,4_7,2.45238738,15,other,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
18467,130584833,36_55,fdi,male,work,moto,4_7,6.474825654,35,cost timesaving,0,3,0,0,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18468,130585538,18_25,private,male,work,moto,4_7,2.587589142,15,cost convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18469,130589293,26_35,fdi,male,work,moto,4_7,3.417828044,35,cost convinient timesaving,0,1,0,0,good,good,good,good,neutral,verybad,strongdisagree
18470,130833946,36_55,private,female,work,moto,4_7,0.63880497,10,convinient timesaving,0,2,0,0,good,good,good,good,good,verybad,strongdisagree
18471,130834788,18_25,private,female,work,moto,4_7,3.154267605,30,cost convinient timesaving,0,3,0,0,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18472,130834887,26_35,private,male,work,moto,14_16,0.374307267,10,cost convinient,1,2,0,0,good,good,good,neutral,good,verybad,neutral
18473,131355561,26_35,private,female,work,moto,4_7,1.627449783,20,cost convinient timesaving,0,3,0,0,good,good,good,neutral,good,verybad,strongdisagree
18474,131370368,18_25,student,male,education,ebike,4_7,1.734832932,30,convinient timesaving other,0,2,1,0,neutral,neutral,neutral,neutral,neutral,verybad,disagree
18475,131613107,36_55,state,male,work,moto,4_7,2.947058817,25,cost convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
18476,131639515,26_35,private,female,work,moto,4_7,2.414738376,20,cost convinient timesaving,0,3,0,0,good,good,good,good,good,verybad,disagree
18477,132051026,26_35,private,female,work,moto,4_7,4.121100056,30,cost convinient,0,3,0,0,neutral,neutral,neutral,neutral,neutral,verybad,strongdisagree
18478,132213556,18_25,private,male,work,moto,4_7,2.868733195,25,cost convinient,0,3,0,0,good,good,good,good,neutral,verybad,disagree
18479,132213652,26_35,private,female,work,moto,4_7,0.637520433,8,cost convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
18480,132213801,36_55,private,female,work,moto,4_7,1.031446769,15,cost convinient,0,2,0,0,good,good,good,good,good,verybad,strongdisagree
18481,132214008,26_35,private,male,work,moto,4_7,0.711003394,15,cost convinient timesaving,0,3,0,0,neutral,good,good,neutral,good,verybad,strongdisagree
18482,132214273,less_18,student,female,education,bike,8_10,0.715230209,10,other,0,2,0,1,good,good,good,neutral,good,verybad,disagree
18483,133716158,26_35,private,male,work,moto,4_7,0.609717657,10,cost convinient timesaving,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
18484,133716472,36_55,state,female,work,moto,4_7,3.230057906,30,cost convinient,0,2,0,0,good,good,good,good,good,verybad,disagree
18485,128549821,18_25,student,female,education,moto,4_7,7.246597236,30,cost,1,2,0,0,good,good,neutral,neutral,good,neutral,disagree
18486,128550830,26_35,private,female,education,moto,4_7,3.460167883,20,convinient,1,2,0,0,neutral,good,neutral,neutral,neutral,neutral,agree
18487,128552480,26_35,state,male,work,car,4_7,6.639608817,40,convinient timesaving other,1,2,0,0,good,neutral,neutral,neutral,neutral,neutral,agree
18488,128553492,56_75,retired,male,shopping,moto,4_7,2.143993907,20,convinient,0,1,0,1,neutral,verygood,neutral,neutral,good,good,neutral
18489,128554958,36_55,retired,female,shopping,walk,4_7,0.136422755,10,convinient,0,1,0,1,neutral,verygood,neutral,neutral,neutral,neutral,strongagree
18490,128556389,26_35,fdi,female,work,moto,4_7,4.625078281,20,cost convinient timesaving,0,2,0,0,verygood,verygood,neutral,neutral,neutral,good,neutral
18491,128570165,56_75,retired,male,education,walk,4_7,0.126576328,10,convinient timesaving,0,1,0,0,good,good,neutral,good,neutral,good,strongagree
18492,128572704,18_25,student,female,education,moto,4_7,4.202116065,25,cost convinient,0,4,0,0,verygood,verygood,neutral,neutral,neutral,good,disagree
18493,128575778,26_35,fdi,male,work,moto,4_7,5.635722112,40,cost convinient timesaving,0,2,0,0,good,verygood,neutral,neutral,neutral,neutral,disagree
18494,128578574,26_35,state,male,work,moto,4_7,6.567931153,60,cost convinient timesaving,0,4,0,0,good,good,neutral,neutral,neutral,neutral,disagree
18495,128580864,26_35,private,female,work,moto,4_7,1.271194518,20,cost convinient,1,1,0,0,good,good,neutral,neutral,neutral,neutral,agree
18496,128582165,18_25,student,female,education,walk,4_7,0.51932654,15,timesaving,0,3,0,0,verygood,verygood,verygood,verygood,verygood,verygood,disagree
18497,128586127,26_35,fdi,female,work,moto,4_7,7.211390644,60,convinient,0,4,0,0,verygood,verygood,verygood,verygood,verygood,neutral,disagree
18498,128589382,26_35,state,male,work,moto,4_7,3.20227033,45,convinient,0,3,1,0,good,good,good,good,good,good,disagree
18499,128590793,26_35,private,female,work,moto,4_7,2.065045308,30,convinient,0,3,0,0,good,good,good,neutral,neutral,neutral,strongdisagree
18500,128592762,26_35,state,female,work,moto,4_7,2.463886079,20,convinient,0,2,0,0,verygood,good,neutral,neutral,neutral,neutral,neutral
18501,128594887,36_55,state,female,work,moto,4_7,1.150845348,20,cost convinient,0,2,0,1,verygood,verygood,neutral,neutral,neutral,neutral,disagree
18502,128598171,26_35,private,female,work,moto,4_7,4.383587355,60,convinient,0,2,0,0,good,good,good,neutral,neutral,good,disagree
18503,128600417,36_55,state,male,work,moto,4_7,3.993911666,45,cost convinient,0,2,0,1,good,good,good,good,good,neutral,disagree
18504,128601860,26_35,state,male,work,moto,4_7,0.946593876,20,cost convinient,0,2,0,0,good,good,good,good,good,neutral,disagree
18505,128605975,26_35,state,female,work,moto,4_7,1.437981447,30,cost convinient,0,5,0,0,good,good,good,good,good,good,disagree
18506,128627898,26_35,fdi,female,work,moto,4_7,1.03856646,30,cost convinient,0,2,0,0,good,good,good,neutral,neutral,neutral,neutral
18507,128629598,26_35,private,female,work,moto,4_7,0.502738767,15,cost convinient,0,3,0,0,good,good,neutral,neutral,neutral,neutral,agree
18508,128631954,26_35,state,female,work,moto,4_7,0.873254698,15,cost convinient,0,3,0,0,good,good,good,neutral,neutral,verygood,agree
18509,128634764,26_35,state,female,work,moto,4_7,12.06116797,45,cost convinient timesaving,0,4,0,0,good,good,good,neutral,neutral,neutral,neutral
18510,128641349,26_35,state,male,work,moto,4_7,9.553042647,100,cost convinient,0,3,0,0,good,good,good,neutral,neutral,neutral,neutral
18511,128645228,26_35,fdi,female,work,moto,8_10,4.482296337,40,cost convinient,1,2,0,0,verygood,verygood,neutral,neutral,neutral,neutral,agree
18512,128649329,56_75,retired,female,visit,car,1_3,5.246075368,30,convinient,0,2,0,0,verygood,neutral,neutral,neutral,good,neutral,agree
18513,128652070,26_35,state,male,work,car,4_7,5.929301928,40,convinient,1,1,0,0,verygood,neutral,neutral,neutral,neutral,neutral,agree
18514,128656727,26_35,private,female,work,moto,4_7,6.552097133,40,cost,1,2,0,0,good,good,good,neutral,neutral,neutral,neutral
18515,128721612,26_35,private,female,work,moto,4_7,5.417539585,40,cost convinient,0,2,0,0,good,good,neutral,neutral,good,neutral,neutral
18516,128722691,26_35,private,female,work,moto,4_7,1.817822191,20,cost convinient,0,3,0,0,good,good,good,good,neutral,neutral,agree
18517,128723098,18_25,student,male,education,moto,4_7,0.468046333,10,cost convinient,0,2,1,0,good,good,neutral,neutral,neutral,good,neutral
18518,128724731,26_35,state,female,work,moto,4_7,1.705950384,30,cost convinient,0,2,1,0,good,good,neutral,neutral,neutral,neutral,neutral
18519,128725970,26_35,state,female,work,moto,4_7,0.473219795,15,cost convinient,0,2,0,0,good,good,good,neutral,good,neutral,agree
18520,128729403,26_35,state,female,work,moto,4_7,1.849968894,40,cost convinient,0,3,0,0,good,good,good,good,good,good,neutral
18521,128730007,26_35,private,male,work,moto,4_7,0.929436008,15,cost convinient,0,2,0,0,good,good,neutral,neutral,neutral,neutral,neutral
18522,128731435,26_35,private,female,work,ebike,4_7,0.845231074,20,cost convinient,0,1,1,0,good,good,verygood,neutral,neutral,neutral,strongagree
18523,128732575,26_35,state,male,work,moto,4_7,1.187392026,20,cost convinient,0,2,0,0,good,good,good,good,good,good,disagree
18524,128748770,26_35,state,male,work,moto,4_7,4.267293822,40,cost convinient,0,1,1,0,good,good,neutral,neutral,good,neutral,neutral
18525,128749537,56_75,private,female,work,car,4_7,1.192790141,15,convinient,1,0,0,0,verygood,neutral,neutral,neutral,good,neutral,agree
18526,128750775,26_35,state,female,work,car,4_7,1.675166552,30,convinient,1,1,0,0,verygood,neutral,neutral,neutral,neutral,neutral,agree
18527,128752738,26_35,state,male,work,moto,4_7,0.986509905,30,cost convinient,0,2,1,0,good,good,neutral,neutral,good,neutral,agree
18528,128761228,26_35,state,female,work,moto,4_7,2.016739253,30,cost convinient,0,2,0,0,good,good,good,good,neutral,neutral,agree
18529,128776391,26_35,state,male,work,moto,4_7,9.57331984,40,cost convinient,0,3,0,0,good,good,neutral,neutral,neutral,good,agree
18530,128777166,26_35,private,male,work,moto,4_7,6.053010611,30,convinient,0,2,0,0,neutral,neutral,bad,bad,neutral,neutral,disagree
